"Ano","CBO","Motivo/Situação","Qte Acidentes","Situacao"
"2011","Gerentes","Típico-Com Cat","2709","Com Cat Registrada"
"2011","Gerentes","Doença do Trabalho-Com Cat","636","Com Cat Registrada"
"2011","Gerentes","Trajeto-Com Cat","1188","Com Cat Registrada"
"2011","Pesquisadores e Profissionais Policientíficos","Típico-Com Cat","58","Com Cat Registrada"
"2011","Pesquisadores e Profissionais Policientíficos","Doença do Trabalho-Com Cat","7","Com Cat Registrada"
"2011","Pesquisadores e Profissionais Policientíficos","Trajeto-Com Cat","34","Com Cat Registrada"
"2011","Profissionais das Ciências Exatas, Físicas e","Típico-Com Cat","1176","Com Cat Registrada"
"2011","Profissionais das Ciências Exatas, Físicas e","Doença do Trabalho-Com Cat","53","Com Cat Registrada"
"2011","Profissionais das Ciências Exatas, Físicas e","Trajeto-Com Cat","1045","Com Cat Registrada"
"2011","Profissionais das Ciências Biológicas, da Saú","Típico-Com Cat","5567","Com Cat Registrada"
"2011","Profissionais das Ciências Biológicas, da Saú","Doença do Trabalho-Com Cat","60","Com Cat Registrada"
"2011","Profissionais das Ciências Biológicas, da Saú","Trajeto-Com Cat","1107","Com Cat Registrada"
"2011","Profissionais do Ensino","Típico-Com Cat","1429","Com Cat Registrada"
"2011","Profissionais do Ensino","Doença do Trabalho-Com Cat","87","Com Cat Registrada"
"2011","Profissionais do Ensino","Trajeto-Com Cat","761","Com Cat Registrada"
"2011","Profissionais das Ciências Jurídicas","Típico-Com Cat","77","Com Cat Registrada"
"2011","Profissionais das Ciências Jurídicas","Doença do Trabalho-Com Cat","13","Com Cat Registrada"
"2011","Profissionais das Ciências Jurídicas","Trajeto-Com Cat","93","Com Cat Registrada"
"2011","Profissionais das Ciências Sociais e Humanas","Típico-Com Cat","1773","Com Cat Registrada"
"2011","Profissionais das Ciências Sociais e Humanas","Doença do Trabalho-Com Cat","468","Com Cat Registrada"
"2011","Profissionais das Ciências Sociais e Humanas","Trajeto-Com Cat","1614","Com Cat Registrada"
"2011","Comunicadores, Artistas e Religiosos","Típico-Com Cat","325","Com Cat Registrada"
"2011","Comunicadores, Artistas e Religiosos","Doença do Trabalho-Com Cat","32","Com Cat Registrada"
"2011","Comunicadores, Artistas e Religiosos","Trajeto-Com Cat","214","Com Cat Registrada"
"2011","Profissionais em Gastronomia","Típico-Com Cat","67","Com Cat Registrada"
"2011","Profissionais em Gastronomia","Doença do Trabalho-Com Cat","7","Com Cat Registrada"
"2011","Profissionais em Gastronomia","Trajeto-Com Cat","28","Com Cat Registrada"
"2011","Técnicos Polivalentes","Típico-Com Cat","613","Com Cat Registrada"
"2011","Técnicos Polivalentes","Doença do Trabalho-Com Cat","19","Com Cat Registrada"
"2011","Técnicos Polivalentes","Trajeto-Com Cat","161","Com Cat Registrada"
"2011","Técnicos de Nível Médio das Ciências Físicas,","Típico-Com Cat","6423","Com Cat Registrada"
"2011","Técnicos de Nível Médio das Ciências Físicas,","Doença do Trabalho-Com Cat","236","Com Cat Registrada"
"2011","Técnicos de Nível Médio das Ciências Físicas,","Trajeto-Com Cat","2264","Com Cat Registrada"
"2011","Técnicos de Nível Médio das Ciências Biológic","Típico-Com Cat","27834","Com Cat Registrada"
"2011","Técnicos de Nível Médio das Ciências Biológic","Doença do Trabalho-Com Cat","230","Com Cat Registrada"
"2011","Técnicos de Nível Médio das Ciências Biológic","Trajeto-Com Cat","4654","Com Cat Registrada"
"2011","Professores Leigos e de Nível Médio","Típico-Com Cat","972","Com Cat Registrada"
"2011","Professores Leigos e de Nível Médio","Doença do Trabalho-Com Cat","38","Com Cat Registrada"
"2011","Professores Leigos e de Nível Médio","Trajeto-Com Cat","580","Com Cat Registrada"
"2011","Técnicos de Nível Médio em Serviços de Transp","Típico-Com Cat","1122","Com Cat Registrada"
"2011","Técnicos de Nível Médio em Serviços de Transp","Doença do Trabalho-Com Cat","36","Com Cat Registrada"
"2011","Técnicos de Nível Médio em Serviços de Transp","Trajeto-Com Cat","429","Com Cat Registrada"
"2011","Técnicos de Nivel Médio nas Ciências Administ","Típico-Com Cat","2573","Com Cat Registrada"
"2011","Técnicos de Nivel Médio nas Ciências Administ","Doença do Trabalho-Com Cat","346","Com Cat Registrada"
"2011","Técnicos de Nivel Médio nas Ciências Administ","Trajeto-Com Cat","1768","Com Cat Registrada"
"2011","Técnicos em Nivel Médio dos Serviços Culturai","Típico-Com Cat","844","Com Cat Registrada"
"2011","Técnicos em Nivel Médio dos Serviços Culturai","Doença do Trabalho-Com Cat","40","Com Cat Registrada"
"2011","Técnicos em Nivel Médio dos Serviços Culturai","Trajeto-Com Cat","316","Com Cat Registrada"
"2011","Outros Técnicos de Nível Médio","Típico-Com Cat","2244","Com Cat Registrada"
"2011","Outros Técnicos de Nível Médio","Doença do Trabalho-Com Cat","165","Com Cat Registrada"
"2011","Outros Técnicos de Nível Médio","Trajeto-Com Cat","884","Com Cat Registrada"
"2011","Escriturários","Típico-Com Cat","28722","Com Cat Registrada"
"2011","Escriturários","Doença do Trabalho-Com Cat","2243","Com Cat Registrada"
"2011","Escriturários","Trajeto-Com Cat","13609","Com Cat Registrada"
"2011","Trabalhadores de Atendimento ao Público","Típico-Com Cat","6605","Com Cat Registrada"
"2011","Trabalhadores de Atendimento ao Público","Doença do Trabalho-Com Cat","711","Com Cat Registrada"
"2011","Trabalhadores de Atendimento ao Público","Trajeto-Com Cat","5717","Com Cat Registrada"
"2011","Trabalhadores dos Serviços","Típico-Com Cat","61222","Com Cat Registrada"
"2011","Trabalhadores dos Serviços","Doença do Trabalho-Com Cat","1557","Com Cat Registrada"
"2011","Trabalhadores dos Serviços","Trajeto-Com Cat","18758","Com Cat Registrada"
"2011","Vendedores e Prestadores de Serviços do Comér","Típico-Com Cat","13073","Com Cat Registrada"
"2011","Vendedores e Prestadores de Serviços do Comér","Doença do Trabalho-Com Cat","362","Com Cat Registrada"
"2011","Vendedores e Prestadores de Serviços do Comér","Trajeto-Com Cat","6949","Com Cat Registrada"
"2011","Produtores na Exploração Agropecuária","Típico-Com Cat","196","Com Cat Registrada"
"2011","Produtores na Exploração Agropecuária","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2011","Produtores na Exploração Agropecuária","Trajeto-Com Cat","20","Com Cat Registrada"
"2011","Trabalhadores na Exploração Agropecuária","Típico-Com Cat","23894","Com Cat Registrada"
"2011","Trabalhadores na Exploração Agropecuária","Doença do Trabalho-Com Cat","203","Com Cat Registrada"
"2011","Trabalhadores na Exploração Agropecuária","Trajeto-Com Cat","1941","Com Cat Registrada"
"2011","Pescadores e Extrativistas Florestais","Típico-Com Cat","2744","Com Cat Registrada"
"2011","Pescadores e Extrativistas Florestais","Doença do Trabalho-Com Cat","32","Com Cat Registrada"
"2011","Pescadores e Extrativistas Florestais","Trajeto-Com Cat","221","Com Cat Registrada"
"2011","Trabalhadores da Mecanização Agropecuária e F","Típico-Com Cat","3027","Com Cat Registrada"
"2011","Trabalhadores da Mecanização Agropecuária e F","Doença do Trabalho-Com Cat","34","Com Cat Registrada"
"2011","Trabalhadores da Mecanização Agropecuária e F","Trajeto-Com Cat","337","Com Cat Registrada"
"2011","Trabalhadores da Indústria Extrativa e da Con","Típico-Com Cat","43133","Com Cat Registrada"
"2011","Trabalhadores da Indústria Extrativa e da Con","Doença do Trabalho-Com Cat","1090","Com Cat Registrada"
"2011","Trabalhadores da Indústria Extrativa e da Con","Trajeto-Com Cat","5597","Com Cat Registrada"
"2011","Trabalhadores da Transformação de Metais e De","Típico-Com Cat","41304","Com Cat Registrada"
"2011","Trabalhadores da Transformação de Metais e De","Doença do Trabalho-Com Cat","2312","Com Cat Registrada"
"2011","Trabalhadores da Transformação de Metais e De","Trajeto-Com Cat","4886","Com Cat Registrada"
"2011","Trabalhadores da Fabricação e Instalação Elet","Típico-Com Cat","5875","Com Cat Registrada"
"2011","Trabalhadores da Fabricação e Instalação Elet","Doença do Trabalho-Com Cat","528","Com Cat Registrada"
"2011","Trabalhadores da Fabricação e Instalação Elet","Trajeto-Com Cat","1162","Com Cat Registrada"
"2011","Montadores de Aparelhos e Instrumentos de Pre","Típico-Com Cat","109","Com Cat Registrada"
"2011","Montadores de Aparelhos e Instrumentos de Pre","Doença do Trabalho-Com Cat","14","Com Cat Registrada"
"2011","Montadores de Aparelhos e Instrumentos de Pre","Trajeto-Com Cat","52","Com Cat Registrada"
"2011","Joalheiros, Vidreiros, Ceramistas e Afins","Típico-Com Cat","1431","Com Cat Registrada"
"2011","Joalheiros, Vidreiros, Ceramistas e Afins","Doença do Trabalho-Com Cat","42","Com Cat Registrada"
"2011","Joalheiros, Vidreiros, Ceramistas e Afins","Trajeto-Com Cat","216","Com Cat Registrada"
"2011","Trabalhadores nas Indústrias Têxtil, do Curti","Típico-Com Cat","10548","Com Cat Registrada"
"2011","Trabalhadores nas Indústrias Têxtil, do Curti","Doença do Trabalho-Com Cat","619","Com Cat Registrada"
"2011","Trabalhadores nas Indústrias Têxtil, do Curti","Trajeto-Com Cat","3228","Com Cat Registrada"
"2011","Trabalhadores das Indústrias de Madeira e do","Típico-Com Cat","6602","Com Cat Registrada"
"2011","Trabalhadores das Indústrias de Madeira e do","Doença do Trabalho-Com Cat","143","Com Cat Registrada"
"2011","Trabalhadores das Indústrias de Madeira e do","Trajeto-Com Cat","923","Com Cat Registrada"
"2011","Trabalhadores de Funções Transversais","Típico-Com Cat","61190","Com Cat Registrada"
"2011","Trabalhadores de Funções Transversais","Doença do Trabalho-Com Cat","2403","Com Cat Registrada"
"2011","Trabalhadores de Funções Transversais","Trajeto-Com Cat","12003","Com Cat Registrada"
"2011","Trabalhadores em Indústrias de Processos Cont","Típico-Com Cat","7161","Com Cat Registrada"
"2011","Trabalhadores em Indústrias de Processos Cont","Doença do Trabalho-Com Cat","243","Com Cat Registrada"
"2011","Trabalhadores em Indústrias de Processos Cont","Trajeto-Com Cat","1019","Com Cat Registrada"
"2011","Trabalhadores de Instalações Siderúrgicas e D","Típico-Com Cat","5392","Com Cat Registrada"
"2011","Trabalhadores de Instalações Siderúrgicas e D","Doença do Trabalho-Com Cat","218","Com Cat Registrada"
"2011","Trabalhadores de Instalações Siderúrgicas e D","Trajeto-Com Cat","569","Com Cat Registrada"
"2011","Trabalhadores de Instalações e Máquinas de Fa","Típico-Com Cat","1303","Com Cat Registrada"
"2011","Trabalhadores de Instalações e Máquinas de Fa","Doença do Trabalho-Com Cat","17","Com Cat Registrada"
"2011","Trabalhadores de Instalações e Máquinas de Fa","Trajeto-Com Cat","119","Com Cat Registrada"
"2011","Trabalhadores da Fabricação de Alimentos, Beb","Típico-Com Cat","17178","Com Cat Registrada"
"2011","Trabalhadores da Fabricação de Alimentos, Beb","Doença do Trabalho-Com Cat","688","Com Cat Registrada"
"2011","Trabalhadores da Fabricação de Alimentos, Beb","Trajeto-Com Cat","1976","Com Cat Registrada"
"2011","Operadores de Produção, Captação, Tratamento","Típico-Com Cat","6758","Com Cat Registrada"
"2011","Operadores de Produção, Captação, Tratamento","Doença do Trabalho-Com Cat","359","Com Cat Registrada"
"2011","Operadores de Produção, Captação, Tratamento","Trajeto-Com Cat","998","Com Cat Registrada"
"2011","Trabalhadores em Serviços de Reparação e Manu","Típico-Com Cat","14455","Com Cat Registrada"
"2011","Trabalhadores em Serviços de Reparação e Manu","Doença do Trabalho-Com Cat","323","Com Cat Registrada"
"2011","Trabalhadores em Serviços de Reparação e Manu","Trajeto-Com Cat","1865","Com Cat Registrada"
"2011","Polimantenedores","Típico-Com Cat","3336","Com Cat Registrada"
"2011","Polimantenedores","Doença do Trabalho-Com Cat","89","Com Cat Registrada"
"2011","Polimantenedores","Trajeto-Com Cat","633","Com Cat Registrada"
"2011","Outros Trabalhadores da Conservação, Manutenç","Típico-Com Cat","4774","Com Cat Registrada"
"2011","Outros Trabalhadores da Conservação, Manutenç","Doença do Trabalho-Com Cat","115","Com Cat Registrada"
"2011","Outros Trabalhadores da Conservação, Manutenç","Trajeto-Com Cat","790","Com Cat Registrada"
"2011","Ignorado","Sem Cat","175712","Sem Cat Registrada"
"2011","Ignorado","Sem Cat","946","Sem Cat Registrada"
"2011","Ignorado","Sem Cat","23","Sem Cat Registrada"
"2011","Ignorado","Sem Cat","59","Sem Cat Registrada"
"2012","Membros das Forças Armadas","Típico-Com Cat","4","Com Cat Registrada"
"2012","Membros das Forças Armadas","Trajeto-Com Cat","1","Com Cat Registrada"
"2012","Policiais Militares","Típico-Com Cat","1","Com Cat Registrada"
"2012","Policiais Militares","Trajeto-Com Cat","3","Com Cat Registrada"
"2012","Bombeiros Militares","Típico-Com Cat","3","Com Cat Registrada"
"2012","Bombeiros Militares","Trajeto-Com Cat","5","Com Cat Registrada"
"2012","Membros Superiores e Dirigentes do Poder Públ","Típico-Com Cat","118","Com Cat Registrada"
"2012","Membros Superiores e Dirigentes do Poder Públ","Doença do Trabalho-Com Cat","8","Com Cat Registrada"
"2012","Membros Superiores e Dirigentes do Poder Públ","Trajeto-Com Cat","61","Com Cat Registrada"
"2012","Dirigentes de Empresas e Organizações (Exceto","Típico-Com Cat","104","Com Cat Registrada"
"2012","Dirigentes de Empresas e Organizações (Exceto","Doença do Trabalho-Com Cat","10","Com Cat Registrada"
"2012","Dirigentes de Empresas e Organizações (Exceto","Trajeto-Com Cat","43","Com Cat Registrada"
"2012","Diretores e Gerentes em Empresa de Serviços D","Típico-Com Cat","107","Com Cat Registrada"
"2012","Diretores e Gerentes em Empresa de Serviços D","Doença do Trabalho-Com Cat","1","Com Cat Registrada"
"2012","Diretores e Gerentes em Empresa de Serviços D","Trajeto-Com Cat","40","Com Cat Registrada"
"2012","Gerentes","Típico-Com Cat","2830","Com Cat Registrada"
"2012","Gerentes","Doença do Trabalho-Com Cat","907","Com Cat Registrada"
"2012","Gerentes","Trajeto-Com Cat","1234","Com Cat Registrada"
"2012","Pesquisadores e Profissionais Policientíficos","Típico-Com Cat","54","Com Cat Registrada"
"2012","Pesquisadores e Profissionais Policientíficos","Doença do Trabalho-Com Cat","5","Com Cat Registrada"
"2012","Pesquisadores e Profissionais Policientíficos","Trajeto-Com Cat","27","Com Cat Registrada"
"2012","Profissionais das Ciências Exatas, Físicas e","Típico-Com Cat","1205","Com Cat Registrada"
"2012","Profissionais das Ciências Exatas, Físicas e","Doença do Trabalho-Com Cat","77","Com Cat Registrada"
"2012","Profissionais das Ciências Exatas, Físicas e","Trajeto-Com Cat","1144","Com Cat Registrada"
"2012","Profissionais das Ciências Biológicas, da Saú","Típico-Com Cat","5977","Com Cat Registrada"
"2012","Profissionais das Ciências Biológicas, da Saú","Doença do Trabalho-Com Cat","75","Com Cat Registrada"
"2012","Profissionais das Ciências Biológicas, da Saú","Trajeto-Com Cat","1212","Com Cat Registrada"
"2012","Profissionais do Ensino","Típico-Com Cat","1440","Com Cat Registrada"
"2012","Profissionais do Ensino","Doença do Trabalho-Com Cat","66","Com Cat Registrada"
"2012","Profissionais do Ensino","Trajeto-Com Cat","827","Com Cat Registrada"
"2012","Profissionais das Ciências Jurídicas","Típico-Com Cat","76","Com Cat Registrada"
"2012","Profissionais das Ciências Jurídicas","Doença do Trabalho-Com Cat","9","Com Cat Registrada"
"2012","Profissionais das Ciências Jurídicas","Trajeto-Com Cat","80","Com Cat Registrada"
"2012","Profissionais das Ciências Sociais e Humanas","Típico-Com Cat","1865","Com Cat Registrada"
"2012","Profissionais das Ciências Sociais e Humanas","Doença do Trabalho-Com Cat","611","Com Cat Registrada"
"2012","Profissionais das Ciências Sociais e Humanas","Trajeto-Com Cat","1769","Com Cat Registrada"
"2012","Comunicadores, Artistas e Religiosos","Típico-Com Cat","306","Com Cat Registrada"
"2012","Comunicadores, Artistas e Religiosos","Doença do Trabalho-Com Cat","36","Com Cat Registrada"
"2012","Comunicadores, Artistas e Religiosos","Trajeto-Com Cat","225","Com Cat Registrada"
"2012","Profissionais em Gastronomia","Típico-Com Cat","122","Com Cat Registrada"
"2012","Profissionais em Gastronomia","Doença do Trabalho-Com Cat","9","Com Cat Registrada"
"2012","Profissionais em Gastronomia","Trajeto-Com Cat","28","Com Cat Registrada"
"2012","Técnicos Polivalentes","Típico-Com Cat","636","Com Cat Registrada"
"2012","Técnicos Polivalentes","Doença do Trabalho-Com Cat","26","Com Cat Registrada"
"2012","Técnicos Polivalentes","Trajeto-Com Cat","160","Com Cat Registrada"
"2012","Técnicos de Nível Médio das Ciências Físicas,","Típico-Com Cat","6418","Com Cat Registrada"
"2012","Técnicos de Nível Médio das Ciências Físicas,","Doença do Trabalho-Com Cat","205","Com Cat Registrada"
"2012","Técnicos de Nível Médio das Ciências Físicas,","Trajeto-Com Cat","2354","Com Cat Registrada"
"2012","Técnicos de Nível Médio das Ciências Biológic","Típico-Com Cat","29118","Com Cat Registrada"
"2012","Técnicos de Nível Médio das Ciências Biológic","Doença do Trabalho-Com Cat","273","Com Cat Registrada"
"2012","Técnicos de Nível Médio das Ciências Biológic","Trajeto-Com Cat","5152","Com Cat Registrada"
"2012","Professores Leigos e de Nível Médio","Típico-Com Cat","1046","Com Cat Registrada"
"2012","Professores Leigos e de Nível Médio","Doença do Trabalho-Com Cat","41","Com Cat Registrada"
"2012","Professores Leigos e de Nível Médio","Trajeto-Com Cat","552","Com Cat Registrada"
"2012","Técnicos de Nível Médio em Serviços de Transp","Típico-Com Cat","1269","Com Cat Registrada"
"2012","Técnicos de Nível Médio em Serviços de Transp","Doença do Trabalho-Com Cat","36","Com Cat Registrada"
"2012","Técnicos de Nível Médio em Serviços de Transp","Trajeto-Com Cat","446","Com Cat Registrada"
"2012","Técnicos de Nivel Médio nas Ciências Administ","Típico-Com Cat","2485","Com Cat Registrada"
"2012","Técnicos de Nivel Médio nas Ciências Administ","Doença do Trabalho-Com Cat","451","Com Cat Registrada"
"2012","Técnicos de Nivel Médio nas Ciências Administ","Trajeto-Com Cat","1980","Com Cat Registrada"
"2012","Técnicos em Nivel Médio dos Serviços Culturai","Típico-Com Cat","849","Com Cat Registrada"
"2012","Técnicos em Nivel Médio dos Serviços Culturai","Doença do Trabalho-Com Cat","42","Com Cat Registrada"
"2012","Técnicos em Nivel Médio dos Serviços Culturai","Trajeto-Com Cat","307","Com Cat Registrada"
"2012","Outros Técnicos de Nível Médio","Típico-Com Cat","2334","Com Cat Registrada"
"2012","Outros Técnicos de Nível Médio","Doença do Trabalho-Com Cat","173","Com Cat Registrada"
"2012","Outros Técnicos de Nível Médio","Trajeto-Com Cat","927","Com Cat Registrada"
"2012","Escriturários","Típico-Com Cat","30503","Com Cat Registrada"
"2012","Escriturários","Doença do Trabalho-Com Cat","2391","Com Cat Registrada"
"2012","Escriturários","Trajeto-Com Cat","14096","Com Cat Registrada"
"2012","Trabalhadores de Atendimento ao Público","Típico-Com Cat","7004","Com Cat Registrada"
"2012","Trabalhadores de Atendimento ao Público","Doença do Trabalho-Com Cat","649","Com Cat Registrada"
"2012","Trabalhadores de Atendimento ao Público","Trajeto-Com Cat","6084","Com Cat Registrada"
"2012","Trabalhadores dos Serviços","Típico-Com Cat","63421","Com Cat Registrada"
"2012","Trabalhadores dos Serviços","Doença do Trabalho-Com Cat","1433","Com Cat Registrada"
"2012","Trabalhadores dos Serviços","Trajeto-Com Cat","19348","Com Cat Registrada"
"2012","Vendedores e Prestadores de Serviços do Comér","Típico-Com Cat","12681","Com Cat Registrada"
"2012","Vendedores e Prestadores de Serviços do Comér","Doença do Trabalho-Com Cat","332","Com Cat Registrada"
"2012","Vendedores e Prestadores de Serviços do Comér","Trajeto-Com Cat","6692","Com Cat Registrada"
"2012","Produtores na Exploração Agropecuária","Típico-Com Cat","429","Com Cat Registrada"
"2012","Produtores na Exploração Agropecuária","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2012","Produtores na Exploração Agropecuária","Trajeto-Com Cat","40","Com Cat Registrada"
"2012","Trabalhadores na Exploração Agropecuária","Típico-Com Cat","21786","Com Cat Registrada"
"2012","Trabalhadores na Exploração Agropecuária","Doença do Trabalho-Com Cat","164","Com Cat Registrada"
"2012","Trabalhadores na Exploração Agropecuária","Trajeto-Com Cat","2065","Com Cat Registrada"
"2012","Pescadores e Extrativistas Florestais","Típico-Com Cat","2352","Com Cat Registrada"
"2012","Pescadores e Extrativistas Florestais","Doença do Trabalho-Com Cat","28","Com Cat Registrada"
"2012","Pescadores e Extrativistas Florestais","Trajeto-Com Cat","158","Com Cat Registrada"
"2012","Trabalhadores da Mecanização Agropecuária e F","Típico-Com Cat","2965","Com Cat Registrada"
"2012","Trabalhadores da Mecanização Agropecuária e F","Doença do Trabalho-Com Cat","40","Com Cat Registrada"
"2012","Trabalhadores da Mecanização Agropecuária e F","Trajeto-Com Cat","359","Com Cat Registrada"
"2012","Trabalhadores da Indústria Extrativa e da Con","Típico-Com Cat","44247","Com Cat Registrada"
"2012","Trabalhadores da Indústria Extrativa e da Con","Doença do Trabalho-Com Cat","907","Com Cat Registrada"
"2012","Trabalhadores da Indústria Extrativa e da Con","Trajeto-Com Cat","5798","Com Cat Registrada"
"2012","Trabalhadores da Transformação de Metais e De","Típico-Com Cat","39723","Com Cat Registrada"
"2012","Trabalhadores da Transformação de Metais e De","Doença do Trabalho-Com Cat","2414","Com Cat Registrada"
"2012","Trabalhadores da Transformação de Metais e De","Trajeto-Com Cat","4643","Com Cat Registrada"
"2012","Trabalhadores da Fabricação e Instalação Elet","Típico-Com Cat","5466","Com Cat Registrada"
"2012","Trabalhadores da Fabricação e Instalação Elet","Doença do Trabalho-Com Cat","478","Com Cat Registrada"
"2012","Trabalhadores da Fabricação e Instalação Elet","Trajeto-Com Cat","1087","Com Cat Registrada"
"2012","Montadores de Aparelhos e Instrumentos de Pre","Típico-Com Cat","105","Com Cat Registrada"
"2012","Montadores de Aparelhos e Instrumentos de Pre","Doença do Trabalho-Com Cat","5","Com Cat Registrada"
"2012","Montadores de Aparelhos e Instrumentos de Pre","Trajeto-Com Cat","43","Com Cat Registrada"
"2012","Joalheiros, Vidreiros, Ceramistas e Afins","Típico-Com Cat","1429","Com Cat Registrada"
"2012","Joalheiros, Vidreiros, Ceramistas e Afins","Doença do Trabalho-Com Cat","64","Com Cat Registrada"
"2012","Joalheiros, Vidreiros, Ceramistas e Afins","Trajeto-Com Cat","230","Com Cat Registrada"
"2012","Trabalhadores nas Indústrias Têxtil, do Curti","Típico-Com Cat","9532","Com Cat Registrada"
"2012","Trabalhadores nas Indústrias Têxtil, do Curti","Doença do Trabalho-Com Cat","430","Com Cat Registrada"
"2012","Trabalhadores nas Indústrias Têxtil, do Curti","Trajeto-Com Cat","3030","Com Cat Registrada"
"2012","Trabalhadores das Indústrias de Madeira e do","Típico-Com Cat","6204","Com Cat Registrada"
"2012","Trabalhadores das Indústrias de Madeira e do","Doença do Trabalho-Com Cat","146","Com Cat Registrada"
"2012","Trabalhadores das Indústrias de Madeira e do","Trajeto-Com Cat","960","Com Cat Registrada"
"2012","Trabalhadores de Funções Transversais","Típico-Com Cat","61387","Com Cat Registrada"
"2012","Trabalhadores de Funções Transversais","Doença do Trabalho-Com Cat","2309","Com Cat Registrada"
"2012","Trabalhadores de Funções Transversais","Trajeto-Com Cat","11890","Com Cat Registrada"
"2012","Trabalhadores em Indústrias de Processos Cont","Típico-Com Cat","6748","Com Cat Registrada"
"2012","Trabalhadores em Indústrias de Processos Cont","Doença do Trabalho-Com Cat","234","Com Cat Registrada"
"2012","Trabalhadores em Indústrias de Processos Cont","Trajeto-Com Cat","984","Com Cat Registrada"
"2012","Trabalhadores de Instalações Siderúrgicas e D","Típico-Com Cat","5692","Com Cat Registrada"
"2012","Trabalhadores de Instalações Siderúrgicas e D","Doença do Trabalho-Com Cat","188","Com Cat Registrada"
"2012","Trabalhadores de Instalações Siderúrgicas e D","Trajeto-Com Cat","526","Com Cat Registrada"
"2012","Trabalhadores de Instalações e Máquinas de Fa","Típico-Com Cat","1287","Com Cat Registrada"
"2012","Trabalhadores de Instalações e Máquinas de Fa","Doença do Trabalho-Com Cat","16","Com Cat Registrada"
"2012","Trabalhadores de Instalações e Máquinas de Fa","Trajeto-Com Cat","135","Com Cat Registrada"
"2012","Trabalhadores da Fabricação de Alimentos, Beb","Típico-Com Cat","16751","Com Cat Registrada"
"2012","Trabalhadores da Fabricação de Alimentos, Beb","Doença do Trabalho-Com Cat","680","Com Cat Registrada"
"2012","Trabalhadores da Fabricação de Alimentos, Beb","Trajeto-Com Cat","1850","Com Cat Registrada"
"2012","Operadores de Produção, Captação, Tratamento","Típico-Com Cat","6199","Com Cat Registrada"
"2012","Operadores de Produção, Captação, Tratamento","Doença do Trabalho-Com Cat","372","Com Cat Registrada"
"2012","Operadores de Produção, Captação, Tratamento","Trajeto-Com Cat","944","Com Cat Registrada"
"2012","Trabalhadores em Serviços de Reparação e Manu","Típico-Com Cat","14468","Com Cat Registrada"
"2012","Trabalhadores em Serviços de Reparação e Manu","Doença do Trabalho-Com Cat","345","Com Cat Registrada"
"2012","Trabalhadores em Serviços de Reparação e Manu","Trajeto-Com Cat","2059","Com Cat Registrada"
"2012","Polimantenedores","Típico-Com Cat","3317","Com Cat Registrada"
"2012","Polimantenedores","Doença do Trabalho-Com Cat","93","Com Cat Registrada"
"2012","Polimantenedores","Trajeto-Com Cat","677","Com Cat Registrada"
"2012","Outros Trabalhadores da Conservação, Manutenç","Típico-Com Cat","4221","Com Cat Registrada"
"2012","Outros Trabalhadores da Conservação, Manutenç","Doença do Trabalho-Com Cat","116","Com Cat Registrada"
"2012","Outros Trabalhadores da Conservação, Manutenç","Trajeto-Com Cat","765","Com Cat Registrada"
"2012","Ignorado","Sem Cat","166806","Sem Cat Registrada"
"2012","Ignorado","Sem Cat","890","Sem Cat Registrada"
"2012","Ignorado","Sem Cat","33","Sem Cat Registrada"
"2012","Ignorado","Sem Cat","33","Sem Cat Registrada"
"2013","Membros das Forças Armadas","Típico-Com Cat","8","Com Cat Registrada"
"2013","Membros das Forças Armadas","Doença do Trabalho-Com Cat","1","Com Cat Registrada"
"2013","Membros das Forças Armadas","Trajeto-Com Cat","1","Com Cat Registrada"
"2013","Policiais Militares","Típico-Com Cat","1","Com Cat Registrada"
"2013","Policiais Militares","Trajeto-Com Cat","1","Com Cat Registrada"
"2013","Bombeiros Militares","Típico-Com Cat","6","Com Cat Registrada"
"2013","Membros Superiores e Dirigentes do Poder Públ","Típico-Com Cat","127","Com Cat Registrada"
"2013","Membros Superiores e Dirigentes do Poder Públ","Doença do Trabalho-Com Cat","7","Com Cat Registrada"
"2013","Membros Superiores e Dirigentes do Poder Públ","Trajeto-Com Cat","91","Com Cat Registrada"
"2013","Dirigentes de Empresas e Organizações (Exceto","Típico-Com Cat","111","Com Cat Registrada"
"2013","Dirigentes de Empresas e Organizações (Exceto","Doença do Trabalho-Com Cat","14","Com Cat Registrada"
"2013","Dirigentes de Empresas e Organizações (Exceto","Trajeto-Com Cat","44","Com Cat Registrada"
"2013","Diretores e Gerentes em Empresa de Serviços D","Típico-Com Cat","115","Com Cat Registrada"
"2013","Diretores e Gerentes em Empresa de Serviços D","Doença do Trabalho-Com Cat","4","Com Cat Registrada"
"2013","Diretores e Gerentes em Empresa de Serviços D","Trajeto-Com Cat","47","Com Cat Registrada"
"2013","Gerentes","Típico-Com Cat","3163","Com Cat Registrada"
"2013","Gerentes","Doença do Trabalho-Com Cat","1019","Com Cat Registrada"
"2013","Gerentes","Trajeto-Com Cat","1432","Com Cat Registrada"
"2013","Pesquisadores e Profissionais Policientíficos","Típico-Com Cat","45","Com Cat Registrada"
"2013","Pesquisadores e Profissionais Policientíficos","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2013","Pesquisadores e Profissionais Policientíficos","Trajeto-Com Cat","31","Com Cat Registrada"
